RSA	RSA_Name	RSR
J0028	NV, Elko [Suburban]	0.545058568
J0029	CA, Los Angeles County [Urban core] [Central] 2	0.531714963
J0030	CA, Los Angeles County [Urban core] [Central] 3	0.540042568
J0031	CA, Los Angeles County [Urban core] [Central] 4	0.527678637
J0032	CA, Orange County [Urban core] [Central] 1	0.536648949
J0033	CA, Orange County [Urban core] [Central] 2	0.515162475
J0034	CA, San Bernardino County [Urban core] [Central] 1	0.555137446
J0035	CA, Riverside County [Urban core] [Central] 1	0.564173669
J0036	CA, San Diego County [Urban core] [Central] 1	0.534209275
J0037	CA, San Diego County [Urban core] [Central] 2	0.500529368
J0038	CA, San Diego County [Urban core] [Central] 3	0.503090918
J0039	CA, San Diego County [Urban core] [Central] 4	0.497120154
J0040	CA, Riverside County [Urban core] [Central] 2	0.479652046
J0041	CA, San Bernardino County [Urban core] [Central] 2	0.556605906
J0042	CA, El Centro [Urban core]	0.587169043
J0044	CA, Riverside County [Urban core] [Central] 3	0.545255193
J0045	CA, Orange County [Urban core] [Central] 3	0.486653688
J0046	CA, Oxnard-Thousand Oaks-Ventura [Urban core]	0.521524331
J0047	CA, Santa Barbara County [Urban core] [Central] 1	0.486325899
J0048	CA, Hanford-Corcoran [Urban core]	0.542052432
J0049	CA, Bakersfield-Delano [Urban core]	0.550543968
J0050	CA, Tulare County [Urban core] [Central] 1	0.533282703
J0051	CA, San Luis Obispo-Paso Robles [Urban core]	0.513084002
J0052	CA, Tulare County [Urban core] [Central] 2	0.551469466
J0053	CA, Santa Barbara County [Urban core] [Central] 2	0.488102233
J0054	CA, Los Angeles County [Urban core] [Central] 5	0.562706375
J0055	CA, Fresno-Hanford-Corcoran [Large rural]	0.547315446
J0056	CA, Bakersfield-Delano [Suburban]	0.56695949
J0057	CA, Fresno County [Urban core] [Central] 1	0.581075756
J0058	CA, Fresno County [Urban core] [Central] 2	0.566469684
J0059	CA, Merced [Urban core]	0.506067355
J0060	CA, Monterey County [Urban core] [Central] 1	0.508006444
J0061	CA, Monterey County [Urban core] [Central] 2	0.494008067
J0062	CA, San Francisco-San Mateo-Redwood City [Urban core] [Central]	0.473775365
J0063	CA, San Mateo County [Urban core]	0.472524137
J0064	CA, San Francisco County [Urban core]	0.503661003
J0065	CA, Alameda County [Urban core] [Central] 1	0.552567537
J0066	CA, Contra Costa County [Urban core] [Outlying] 1	0.48810763
J0067	CA, Contra Costa County [Urban core] [Outlying] 2	0.481845558
J0068	CA, Napa [Urban core]	0.549363702
J0069	CA, Vallejo [Urban core]	0.555443747
J0070	CA, Santa Clara County [Urban core] [Central]	0.520650417
J0071	CA, Alameda County [Urban core] [Central] 2	0.486634148
J0072	CA, Marin County [Urban core]	0.511279091
J0073	CA, Sonoma County [Urban core] [Central]	0.470334739
J0074	CA, San Rafael [Urban core] [Central]	0.486027368
J0075	CA, Santa Cruz-Watsonville [Urban core]	0.456213804
J0076	CA, San Joaquin County [Urban core] [Central] 1	0.572718233
J0077	CA, San Joaquin County [Urban core] [Central] 2	0.551006255
J0078	NV-CA, Reno-Carson City-Gardnerville Ranchos [Suburban]	0.545267891
J0079	CA, Calaveras County [Urban core]	0.533028733
J0080	CA, Stanislaus County [Urban core] [Central] 1	0.521547854
J0081	CA, Mariposa County [Small town/rural]	0.57894373
J0082	CA, Stanislaus County [Urban core] [Central] 2	0.554202147
J0083	CA, Mendocino County [Suburban] [Central] 1	0.567451413
J0084	CA, San Jose-San Francisco-Oakland [Suburban] [Central]	0.544741452
J0085	CA, Lake County [Suburban] [Central]	0.555150575
J0086	CA, Mendocino County [Suburban] [Central] 2	0.540286741
J0087	CA, Santa Rosa-Petaluma [Suburban]	0.485397517
J0088	CA, Humboldt County [Suburban] [Central] 1	0.498985879
J0089	CA, Humboldt County [Suburban] [Central] 2	0.518481245
J0090	CA, Crescent City [Suburban]	0.559775247
J0091	CA, Placer County [Suburban]	0.492333551
J0092	CA, Sacramento County [Urban core] [Central] 1	0.537992811
J0093	CA, Sacramento County [Urban core] [Central] 2	0.556429947
J0094	CA, Yolo County [Urban core]	0.56231244
J0095	CA, El Dorado County [Suburban] [Central] 2	0.567001934
J0096	CA, El Dorado County [Urban core]	0.516643762
J0097	CA, Placer County [Urban core]	0.528381478
J0098	CA, Yuba City [Urban core]	0.526123451
J0099	CA, Sacramento-Roseville [Large rural]	0.524961254
J0100	CA, Chico [Suburban]	0.507992013
J0101	CA, Chico [Urban core]	0.523359389
J0102	CA, Truckee-Grass Valley [Suburban]	0.492969696
J0103	CA, Susanville [Suburban]	0.585884298
J0104	CA, Redding [Urban core]	0.445589796
J0105	CA, Shasta County [Large rural]	0.522626033
J0106	CA, Redding-Red Bluff [Suburban]	0.608848203
J0108	CA, Siskiyou County [Large rural]	0.517537176
K0001	ID, Pocatello [Urban core]	0.501559808
K0002	ID, Idaho Falls [Urban core]	0.545400282
K0003	UT-ID, Logan [Large rural]	0.541124235
K0004	ID, Bear Lake County [Small town/rural]	0.542556458
K0005	ID, Twin Falls [Suburban]	0.498752927
K0006	ID, Hailey [Suburban]	0.533718152
K0007	UT-ID, Salt Lake City-Provo-Orem [Suburban]	0.536523396
K0008	ID, Idaho Falls-Rexburg-Blackfoot [Small town/rural]	0.523282451
K0009	WA-ID, Pullman-Moscow [Urban core]	0.56882118
K0010	ID, Idaho County [Small town/rural]	0.600078923
K0011	ID-WA, Lewiston [Large rural]	0.543271688
K0012	ID-OR, Boise City-Mountain Home-Ontario [Urban core]	0.515551066
K0013	OR-ID, Ontario [Suburban]	0.509822633
K0014	ID, Coeur d'Alene [Urban core]	0.537961046
K0016	ID, Sandpoint [Suburban]	0.501695075
K0017	ID, Sandpoint [Urban core]	0.502255693
K0018	ID, Moscow [Suburban]	0.574332564
K0019	WA, Pullman [Suburban]	0.534719882
K0020	ID, Shoshone County [Large rural]	0.525432276
K0021	OR, Clackamas County [Urban core]	0.519245219
K0022	OR, Multnomah County [Urban core] [Central] 1	0.486456124
K0023	OR-WA, Portland-Vancouver-Salem [Small town/rural]	0.537259081
K0024	WA, Longview-Kelso [Urban core]	0.571135491
K0025	OR, Washington County [Urban core] [Central] 1	0.494427863
K0026	OR, The Dalles [Suburban]	0.552765926
K0027	OR, Multnomah County [Urban core] [Central] 2	0.479607915
K0028	OR, Washington County [Urban core] [Central] 2	0.501471755
K0029	OR, Hermiston-Pendleton [Large rural]	0.509278979
K0030	OR-WA, Portland-Vancouver-Hillsboro [Suburban]	0.520006303
K0031	OR, Astoria [Suburban]	0.565144068
K0032	OR, Lincoln County [Suburban] [Central] 1	0.519529206
K0033	OR, Tillamook County [Large rural]	0.553660879
K0034	OR, Salem [Urban core]	0.506084425
K0035	OR, Albany [Urban core]	0.509262986
K0037	OR, Lincoln County [Suburban] [Central] 2	0.468341653
K0038	OR, Eugene-Springfield [Urban core]	0.493952065
K0039	OR, Coos Bay-North Bend [Suburban]	0.511607996
K0040	OR, Roseburg [Suburban]	0.560528791
K0041	OR, Coos Bay-North Bend [Large rural]	0.544766444
K0042	OR, Roseburg [Urban core]	0.498793583
K0043	OR, Grants Pass [Urban core]	0.543793784
K0044	OR, Medford [Urban core]	0.518922891
K0045	OR, Klamath Falls [Suburban]	0.492879846
K0046	OR, Lake County [Large rural]	0.498373674
K0047	OR, Bend [Urban core]	0.435043489
K0048	OR, Harney County [Large rural]	0.510159423
K0049	OR, Umatilla County [Suburban]	0.576436167
K0050	WA, Walla Walla [Urban core]	0.535090078
K0051	OR, Baker City [Large rural]	0.489850478
K0052	OR, Morrow County [Suburban]	0.548411348
K0053	OR, La Grande [Suburban]	0.530362614
K0054	ID-WA, Lewiston [Small town/rural]	0.506097471
K0056	OR, Grant County [Small town/rural]	0.532455266
K0057	WA, King County [Urban core] [Central] 1	0.544846442
K0058	WA, King County [Urban core] [Central] 2	0.487940374
K0059	WA, Snohomish County [Urban core] [Central] 1	0.549893595
K0060	WA, King County [Urban core] [Central] 3	0.529489917
K0061	WA, King County [Urban core] [Central] 4	0.548603023
K0062	WA, King County [Urban core] [Central] 5	0.535694391
K0063	WA, Kitsap County [Urban core] [Central] 1	0.466053148
K0064	WA, Mount Vernon-Anacortes [Suburban]	0.570316699
K0065	WA, Bellingham [Urban core]	0.536577982
K0066	WA, Mount Vernon-Anacortes [Urban core]	0.556437805
K0067	WA, Oak Harbor [Suburban]	0.564510655
K0068	WA, Snohomish County [Urban core] [Central] 2	0.559599522
K0069	WA, Pierce County [Urban core] [Central] 1	0.505114106
K0070	WA, Port Townsend [Large rural]	0.516051383
K0071	WA, Pierce County [Urban core] [Central] 2	0.573636844
K0072	WA, Pierce County [Urban core] [Central] 3	0.52946472
K0073	WA, Port Angeles [Suburban]	0.525431361
K0074	WA, Kitsap County [Urban core] [Central] 2	0.501790876
K0075	WA, Seattle-Tacoma [Small town/rural]	0.513461293
K0076	WA, Olympia-Lacey-Tumwater [Urban core]	0.514573747
K0077	WA, Aberdeen [Suburban]	0.592230331
K0078	WA, Centralia [Suburban]	0.501398135
K0079	WA, Shelton [Suburban]	0.557242928
K0080	WA, Clark County [Urban core]	0.527492698
K0081	WA, Moses Lake-Othello [Urban core]	0.443385613
K0082	WA, Wenatchee-East Wenatchee [Small town/rural]	0.61312246
K0083	WA, Wenatchee-East Wenatchee [Large rural]	0.567483012
K0084	WA, Moses Lake-Othello [Suburban]	0.517100905
K0085	NA 2	0.535821505
K0086	WA, Yakima [Urban core]	0.523923768
K0087	WA, Ellensburg [Suburban]	0.627393991
K0088	WA, Kennewick-Richland-Walla Walla [Suburban]	0.56844564
K0089	WA, Spokane County [Urban core] [Central] 1	0.527783532
K0090	WA, Spokane County [Urban core] [Central] 2	0.500610165
K0091	WA, Stevens County [Urban core]	0.49732733
K0092	WA, Othello [Small town/rural]	0.527384317
K0093	WA-ID, Spokane-Spokane Valley-Coeur d'Alene [Small town/rural]	0.57698779
K0094	WA, Moses Lake [Small town/rural]	0.550377137
K0095	WA, Ferry County [Small town/rural]	0.549453834
K0096	WA, Kennewick-Richland [Urban core]	0.532894656
K0097	OR, Washington County [Urban core] [Central] 3	0.474484761
K0098	OR, Yamhill County [Urban core]	0.525834351
K0099	OR, Clatsop County [Large rural]	0.559030134
M0001	AK, Anchorage [Urban core]	0.510617148
M0002	AK, Kenai Peninsula Borough [Small town/rural]	0.556847862
M0003	AK, Anchorage [Small town/rural]	0.506930653
M0004	AK, Kenai Peninsula Borough [Large rural]	0.57458253
M0005	AK, Kodiak Island Borough [Large rural]	0.565655376
M0006	AK, Anchorage [Suburban]	0.542286171
M0008	AK, Fairbanks-College [Urban core]	0.46757656
M0009	AK, Ketchikan [Suburban]	0.52817581
N0001	HI, Honolulu County [Urban core] [Central] 1	0.518687293
N0002	HI, Hawaii County [Suburban] [Central] 1	0.574464101
N0003	HI, Honolulu County [Urban core] [Central] 2	0.518568935
N0004	HI, Hawaii County [Suburban] [Central] 2	0.51300268
N0005	HI, Hilo-Kailua [Large rural]	0.52378647
N0007	HI, Kahului-Wailuku [Urban core]	0.572872773
N0008	HI, Kapaa [Suburban]	0.528772873
