RSA,RSA_Name,Community_Discharge,CMS_region,CMS_office
F0152,"TX, Beaumont-Port Arthur [Large rural]",0.55813171,VI,Dallas
F0153,"TX, Tarrant County [Urban core] [Central] Two",0.54246075,VI,Dallas
F0154,"TX, Tarrant County [Urban core] [Central] Three",0.54784023,VI,Dallas
F0155,"TX, Bosque County [Urban core]",0.536081246,VI,Dallas
F0156,"TX, Mineral Wells [Suburban]",0.56447615,VI,Dallas
F0157,"TX, Dallas-Fort Worth-Arlington [Large rural]",0.539501689,VI,Dallas
F0158,"TX, Clay County [Large rural]",0.518031691,VI,Dallas
F0159,"TX, Gainesville [Suburban]",0.544441776,VI,Dallas
F0161,"TX, Knox County [Small town/rural]",0.556207345,VI,Dallas
F0162,"TX, Archer County [Large rural]",0.539711096,VI,Dallas
F0163,"TX, Vernon [Suburban]",0.51522614,VI,Dallas
F0164,"TX, Stephenville [Suburban]",0.595665471,VI,Dallas
F0165,"TX, Abilene-Sweetwater [Urban core]",0.573745057,VI,Dallas
F0166,"TX, Brownwood [Suburban]",0.603784403,VI,Dallas
F0167,"TX, Killeen-Temple [Large rural]",0.550722168,VI,Dallas
F0168,"TX, Brownwood [Large rural]",0.6109046,VI,Dallas
F0170,"TX, Bell County [Urban core] [Central] One",0.571344958,VI,Dallas
F0171,"TX, Milam County [Large rural]",0.53381538,VI,Dallas
F0172,"TX, Bell County [Urban core] [Central] Two",0.576089881,VI,Dallas
F0173,"TX, McLennan County [Urban core]",0.546326826,VI,Dallas
F0174,"TX, Hamilton County [Large rural]",0.560719399,VI,Dallas
F0175,"TX, Austin-Round Rock-San Marcos [Urban core]",0.579074618,VI,Dallas
F0176,"TX, College Station-Bryan [Urban core]",0.608250809,VI,Dallas
F0178,"TX, San Angelo [Urban core]",0.557930686,VI,Dallas
F0179,"TX, San Antonio-New Braunfels-Kerrville [Small town/rural]",0.597106043,VI,Dallas
F0180,"TX, Del Rio [Large rural]",0.556048011,VI,Dallas
F0181,"TX, Harris County [Urban core] [Central] Two",0.551604203,VI,Dallas
F0182,"TX, Harris County [Urban core] [Central] Three",0.56570303,VI,Dallas
F0183,"TX, Galveston County [Urban core]",0.554131774,VI,Dallas
F0184,"TX, Montgomery County [Urban core]",0.558025203,VI,Dallas
F0185,"TX, Fort Bend County [Urban core]",0.568128393,VI,Dallas
F0186,"TX, Brazoria County [Urban core]",0.589808878,VI,Dallas
F0187,"TX, Houston-Pasadena-The Woodlands [Large rural]",0.579424788,VI,Dallas
F0188,"TX, Brenham [Suburban]",0.567630143,VI,Dallas
F0189,"TX, Harris County [Urban core] [Central] Four",0.53365821,VI,Dallas
F0190,"TX, Harris County [Urban core] [Central] Five",0.571685527,VI,Dallas
F0191,"TX, Victoria-Port Lavaca [Urban core]",0.556296705,VI,Dallas
F0192,"TX, Bexar County [Urban core]",0.568412748,VI,Dallas
F0193,"TX, Eagle Pass [Suburban]",0.559029453,VI,Dallas
F0194,"TX, Atascosa County [Urban core]",0.570987389,VI,Dallas
F0195,"TX, Kerrville [Suburban]",0.583358823,VI,Dallas
F0196,"TX, Corpus Christi-Kingsville-Alice [Urban core]",0.538987552,VI,Dallas
F0198,"TX, Laredo [Urban core]",0.49577739,VI,Dallas
F0199,"TX, Victoria-Port Lavaca [Large rural]",0.558837879,VI,Dallas
F0200,"TX, Comal County [Urban core]",0.555806023,VI,Dallas
F0201,"TX, Austin-Round Rock-San Marcos [Small town/rural]",0.58169172,VI,Dallas
F0202,"TX, Hidalgo County [Urban core] [Central] One",0.498666308,VI,Dallas
F0203,"TX, Cameron County [Urban core] [Central] One",0.495703895,VI,Dallas
F0204,"TX, Hidalgo County [Urban core] [Central] Two",0.516920743,VI,Dallas
F0205,"TX, Cameron County [Urban core] [Central] Two",0.484356643,VI,Dallas
F0206,"TX, Fredericksburg [Suburban]",0.534660983,VI,Dallas
F0207,"TX, Bastrop County [Large rural]",0.625826521,VI,Dallas
F0208,"TX, Uvalde [Suburban]",0.533500018,VI,Dallas
F0209,"TX, Amarillo-Borger [Urban core]",0.531529824,VI,Dallas
F0210,"TX, Lipscomb County [Large rural]",0.519938472,VI,Dallas
F0211,"TX, Castro County [Large rural]",0.571447794,VI,Dallas
F0212,"TX, Parmer County [Large rural]",0.561675349,VI,Dallas
F0213,"TX, Amarillo-Borger [Large rural]",0.577897248,VI,Dallas
F0214,"TX, Plainview [Suburban]",0.578226421,VI,Dallas
F0215,"TX, Plainview [Large rural]",0.539878566,VI,Dallas
F0217,"TX, Cottle County [Large rural]",0.574380155,VI,Dallas
F0218,"TX, Lubbock-Plainview [Urban core]",0.560873069,VI,Dallas
F0219,"TX, Midland-Odessa-Andrews [Suburban]",0.554196254,VI,Dallas
F0221,"TX, Snyder [Large rural]",0.543858976,VI,Dallas
F0222,"TX, Abilene [Large rural]",0.567752411,VI,Dallas
F0223,"TX, Snyder [Suburban]",0.603213681,VI,Dallas
F0224,"TX, Midland [Urban core]",0.579950867,VI,Dallas
F0225,"TX, Odessa [Urban core]",0.607907214,VI,Dallas
F0226,"TX, Town of Pecos [Large rural]",0.567917142,VI,Dallas
F0227,"TX, El Paso [Urban core]",0.583204464,VI,Dallas
F0228,"NM, Cibola County [Suburban]",0.549021478,VI,Dallas
F0229,"NM, Albuquerque [Urban core]",0.520732718,VI,Dallas
F0230,"NM, Farmington [Large rural]",0.541355733,VI,Dallas
F0231,"NM, McKinley County [Suburban]",0.60804722,VI,Dallas
F0232,"NM, Farmington [Urban core]",0.557418837,VI,Dallas
F0233,"NM, Santa Fe [Urban core]",0.602865644,VI,Dallas
F0234,"NM, Taos [Suburban]",0.579717292,VI,Dallas
F0235,"NM, Española [Urban core]",0.549790118,VI,Dallas
F0236,"NM, Socorro County [Large rural]",0.563288555,VI,Dallas
F0237,"NM, Sierra County [Large rural]",0.558243465,VI,Dallas
F0238,"NM, Las Cruces [Urban core]",0.534633728,VI,Dallas
F0239,"NM, Silver City [Suburban]",0.631702383,VI,Dallas
F0240,"NM, Curry County [Suburban]",0.570398818,VI,Dallas
F0241,"NM, Roswell [Suburban]",0.57147459,VI,Dallas
F0242,"NM, Hobbs [Suburban]",0.519208154,VI,Dallas
F0243,"NM, Ruidoso [Large rural]",0.576298551,VI,Dallas
F0244,"NM, Alamogordo [Suburban]",0.573129115,VI,Dallas
F0246,"OK, Sequoyah County [Urban core]",0.531090722,VI,Dallas
F0247,"TX, Mineral Wells [Large rural]",0.545864475,VI,Dallas
F0248,"TX, Parker County [Suburban]",0.566115169,VI,Dallas
F0249,"TX, Dallas County [Urban core] [Central] Three",0.56514141,VI,Dallas
F0250,"OK, Lawton-Duncan [Large rural]",0.588715902,VI,Dallas
F0251,"TX-NM, El Paso-Las Cruces [Suburban]",0.576362342,VI,Dallas
F0252,"NM, Roosevelt County [Suburban]",0.572353159,VI,Dallas
F0254,"OK, Tulsa [Suburban]",0.561436545,VI,Dallas
F0255,"TX, Sabine County [Small town/rural]",0.636763056,VI,Dallas
F0256,"TX, Abilene-Sweetwater [Suburban]",0.566338112,VI,Dallas
F0257,"TX, Victoria-Port Lavaca [Small town/rural]",0.621845429,VI,Dallas
F0258,"TX, San Antonio-New Braunfels-Kerrville [Large rural]",0.577557075,VI,Dallas
F0259,"TX, Lubbock [Large rural]",0.584049678,VI,Dallas
F0260,"TX, Big Spring [Large rural]",0.585480801,VI,Dallas
G0001,"IA, Des Moines-West Des Moines [Large rural]",0.579424962,VII,Kansas City
G0002,"IA, Pottawattamie County [Large rural]",0.593830992,VII,Kansas City
G0003,"IA, Des Moines-West Des Moines [Urban core]",0.540527638,VII,Kansas City
G0004,"IA, Grundy County [Small town/rural]",0.548120821,VII,Kansas City
G0005,"IA, Wayne County [Small town/rural]",0.524227482,VII,Kansas City
G0006,"IA, Ames [Urban core]",0.55810095,VII,Kansas City
G0007,"IA, Des Moines-West Des Moines [Small town/rural]",0.569606642,VII,Kansas City
G0008,"IA, Ottumwa [Large rural]",0.589652427,VII,Kansas City
G0009,"IA, Oskaloosa [Suburban]",0.601258321,VII,Kansas City
G0010,"IA, Mason City [Suburban]",0.596953479,VII,Kansas City
G0011,"IA, Hancock County [Small town/rural]",0.556207969,VII,Kansas City
G0012,"IA, Franklin County [Large rural]",0.522391394,VII,Kansas City
G0013,"IA, Kossuth County [Large rural]",0.55775508,VII,Kansas City
G0014,"IA, Fort Dodge [Suburban]",0.550607433,VII,Kansas City
G0015,"IA, Spencer-Spirit Lake [Large rural]",0.591084824,VII,Kansas City
G0016,"IA, Waterloo-Cedar Falls [Urban core]",0.592101672,VII,Kansas City
G0017,"IA, Fayette County [Small town/rural]",0.632597997,VII,Kansas City
G0018,"IA, Montgomery County [Small town/rural]",0.618551046,VII,Kansas City
G0019,"IA-NE-SD, Sioux City [Urban core]",0.603190906,VII,Kansas City
G0020,"IA, Le Mars [Large rural]",0.541901207,VII,Kansas City
G0021,"IA, Storm Lake [Large rural]",0.636267946,VII,Kansas City
G0022,"IA, Ida County [Small town/rural]",0.609421011,VII,Kansas City
G0023,"IA, Monona County [Small town/rural]",0.584265689,VII,Kansas City
G0024,"KS, Wichita [Suburban]",0.592174235,VII,Kansas City
G0025,"IA, O'Brien County [Large rural]",0.571394976,VII,Kansas City
G0026,"IA, Sioux County [Small town/rural]",0.571125615,VII,Kansas City
G0027,"IA, Osceola County [Large rural]",0.526076755,VII,Kansas City
G0028,"IA, Spencer-Spirit Lake [Suburban]",0.572720435,VII,Kansas City
G0029,"IA, Carroll [Large rural]",0.620064348,VII,Kansas City
G0031,"NE, Douglas County [Urban core]",0.53546677,VII,Kansas City
G0032,"IA, Shelby County [Small town/rural]",0.578950018,VII,Kansas City
G0033,"IA, Dubuque [Urban core]",0.554452258,VII,Kansas City
G0034,"IA, Scott County [Urban core]",0.55738691,VII,Kansas City
G0035,"IA, Cedar Rapids, IA-Dubuque [Large rural]",0.584069177,VII,Kansas City
G0036,"IA, Clinton [Suburban]",0.519601251,VII,Kansas City
G0037,"IA, Winneshiek County [Large rural]",0.557789915,VII,Kansas City
G0038,"IA, Iowa City [Large rural]",0.603254571,VII,Kansas City
G0039,"IA, Cedar Rapids [Urban core]",0.553787345,VII,Kansas City
G0040,"IA, Iowa City [Urban core]",0.552640898,VII,Kansas City
G0041,"IA, Cedar Rapids-Iowa City [Suburban]",0.577671602,VII,Kansas City
G0042,"IA, Des Moines County [Suburban]",0.584489313,VII,Kansas City
G0043,"IA, Lee County [Suburban]",0.599584678,VII,Kansas City
G0044,"MO, St. Louis County [Urban core]",0.590502072,VII,Kansas City
G0045,"MO, Franklin County [Urban core]",0.558366117,VII,Kansas City
G0046,"MO, St. Francois County [Urban core]",0.57080023,VII,Kansas City
G0047,"MO, Callaway County [Large rural]",0.609844312,VII,Kansas City
G0048,"MO, Hannibal [Suburban]",0.614614834,VII,Kansas City
G0049,"MO, Kirksville [Suburban]",0.580248727,VII,Kansas City
G0050,"MO, Moberly [Large rural]",0.592397858,VII,Kansas City
G0051,"MO, Linn County [Small town/rural]",0.595140663,VII,Kansas City
G0052,"MO, Rolla [Suburban]",0.552622673,VII,Kansas City
G0053,"MO-IL, Cape Girardeau-Sikeston [Suburban]",0.58856742,VII,Kansas City
G0054,"MO-IL, Cape Girardeau-Sikeston [Urban core]",0.588994167,VII,Kansas City
G0055,"MO, Jackson County [Urban core]",0.555915648,VII,Kansas City
G0056,"MO, Livingston County [Large rural]",0.590007651,VII,Kansas City
G0057,"MO, Warrensburg [Large rural]",0.553140705,VII,Kansas City
G0058,"MO, Bates County [Large rural]",0.57825301,VII,Kansas City
G0059,"MO, Clay County [Urban core]",0.587232593,VII,Kansas City
G0060,"MO-KS, St. Joseph [Urban core]",0.536033377,VII,Kansas City
G0061,"MO, Maryville [Suburban]",0.574665213,VII,Kansas City
G0062,"MO, Harrison County [Small town/rural]",0.570568115,VII,Kansas City
G0063,"MO, Caldwell County [Large rural]",0.628644874,VII,Kansas City
G0064,"KS, Johnson County [Urban core]",0.568641776,VII,Kansas City
G0065,"MO-KS, Joplin [Large rural]",0.570205374,VII,Kansas City
G0066,"MO-KS, Joplin [Urban core]",0.594191053,VII,Kansas City
G0067,"MO, Springfield [Large rural]",0.570289029,VII,Kansas City
G0068,"MO, Columbia [Urban core]",0.568327152,VII,Kansas City
G0069,"MO, Jefferson City [Urban core]",0.533143182,VII,Kansas City
G0070,"MO, Lebanon [Small town/rural]",0.528050996,VII,Kansas City
G0071,"MO, Columbia [Large rural]",0.554563768,VII,Kansas City
G0072,"MO, West Plains [Suburban]",0.589766392,VII,Kansas City
G0073,"MO, Springfield [Urban core]",0.564228613,VII,Kansas City
G0074,"KS, Lawrence [Urban core]",0.547715985,VII,Kansas City
G0075,"KS, Linn County [Large rural]",0.571108789,VII,Kansas City
G0076,"MO-KS, Kansas City-Overland Park-Kansas City [Small town/rural]",0.601928514,VII,Kansas City
G0077,"KS, Topeka [Urban core]",0.526472006,VII,Kansas City
G0078,"KS, Manhattan [Large rural]",0.561122592,VII,Kansas City
G0079,"KS, Jackson County [Large rural]",0.595070254,VII,Kansas City
G0080,"KS, Brown County [Large rural]",0.542319913,VII,Kansas City
G0081,"KS, Salina [Suburban]",0.565568303,VII,Kansas City
G0082,"KS, Emporia [Suburban]",0.575491935,VII,Kansas City
G0083,"KS, Pittsburg [Suburban]",0.544326834,VII,Kansas City
G0084,"MO-KS, Joplin [Suburban]",0.563776599,VII,Kansas City
G0085,"KS, Wichita [Large rural]",0.555302533,VII,Kansas City
G0086,"NE, Lincoln-Beatrice [Suburban]",0.583498042,VII,Kansas City
G0087,"KS, Republic County [Small town/rural]",0.637150167,VII,Kansas City
G0088,"KS, Manhattan [Small town/rural]",0.55981888,VII,Kansas City
G0089,"KS, Mitchell County [Large rural]",0.588354156,VII,Kansas City
G0090,"KS, Wichita-Arkansas City-Winfield [Urban core]",0.542182513,VII,Kansas City
G0091,"KS, Hutchinson [Suburban]",0.601433003,VII,Kansas City
G0093,"KS, Kingman County [Large rural]",0.561254855,VII,Kansas City
G0095,"KS, Dickinson County [Large rural]",0.571002165,VII,Kansas City
G0098,"KS, Great Bend [Large rural]",0.548332285,VII,Kansas City
G0099,"KS, Great Bend [Suburban]",0.517797676,VII,Kansas City
G0102,"KS, Garden City [Suburban]",0.574256253,VII,Kansas City
G0103,"KS, Trego County [Small town/rural]",0.508972171,VII,Kansas City
G0104,"KS, Norton County [Large rural]",0.512798678,VII,Kansas City
G0105,"KS, Rooks County [Small town/rural]",0.515386414,VII,Kansas City
G0106,"KS, Thomas County [Small town/rural]",0.558435359,VII,Kansas City
G0114,"NE-IA, Omaha-Fremont [Suburban]",0.515355362,VII,Kansas City
G0115,"NE, Dodge County [Small town/rural]",0.639479271,VII,Kansas City
G0116,"NE, Saunders County [Large rural]",0.542605764,VII,Kansas City
G0117,"NE, Nemaha County [Large rural]",0.554864299,VII,Kansas City
G0118,"NE, Lincoln-Beatrice [Large rural]",0.568602528,VII,Kansas City
G0119,"NE, Lincoln-Beatrice [Urban core]",0.494840213,VII,Kansas City
G0120,"NE, Lincoln-Beatrice [Small town/rural]",0.512828063,VII,Kansas City
G0121,"NE, Hastings [Small town/rural]",0.519887508,VII,Kansas City
G0122,"NE, Hastings [Suburban]",0.568577291,VII,Kansas City
G0123,"NE, Columbus [Small town/rural]",0.563904456,VII,Kansas City
G0124,"NE, Antelope County [Small town/rural]",0.510338407,VII,Kansas City
G0125,"NE, Holt County [Small town/rural]",0.58743521,VII,Kansas City
G0126,"NE, Brown County [Small town/rural]",0.566606694,VII,Kansas City
G0127,"NE, Norfolk [Small town/rural]",0.582431687,VII,Kansas City
G0128,"NE, Grand Island [Urban core]",0.521803062,VII,Kansas City
G0129,"NE, Kearney [Suburban]",0.592266771,VII,Kansas City
G0130,"NE, Valley County [Small town/rural]",0.578625245,VII,Kansas City
G0131,"NE, Lexington [Large rural]",0.632394504,VII,Kansas City
G0132,"NE, Lexington [Small town/rural]",0.555859452,VII,Kansas City
G0133,"NE, North Platte [Large rural]",0.612462965,VII,Kansas City
G0134,"NE, North Platte [Suburban]",0.543278017,VII,Kansas City
G0135,"NE, Scottsbluff [Small town/rural]",0.539014639,VII,Kansas City
G0136,"NE, Scottsbluff [Large rural]",0.560952777,VII,Kansas City
G0137,"NE, Scottsbluff [Suburban]",0.569393011,VII,Kansas City
G0138,"IA, Winnebago County [Small town/rural]",0.547322673,VII,Kansas City
G0139,"IA, Fort Dodge [Small town/rural]",0.57277478,VII,Kansas City
G0140,"IA, Spencer-Spirit Lake [Small town/rural]",0.630165988,VII,Kansas City
G0141,"MO, Vernon County [Large rural]",0.591906426,VII,Kansas City
G0142,"MO, Sedalia [Suburban]",0.576575797,VII,Kansas City
G0143,"MO, Fort Leonard Wood [Suburban]",0.569962147,VII,Kansas City
G0144,"MO, Poplar Bluff [Small town/rural]",0.574457251,VII,Kansas City
G0145,"IA, Muscatine [Suburban]",0.571379745,VII,Kansas City
G0146,"IA, Butler County [Small town/rural]",0.589020888,VII,Kansas City
G0147,"IA, Mitchell County [Small town/rural]",0.581342824,VII,Kansas City
G0148,"IA, Le Mars [Small town/rural]",0.571614169,VII,Kansas City
G0149,"NE, Dakota County-Union County-Woodbury County [Small town/rural]",0.539913528,VII,Kansas City
G0150,"NE, Washington County [Urban core]",0.592463908,VII,Kansas City
G0151,"NE, Columbus [Large rural]",0.584100474,VII,Kansas City
G0152,"NE, Cass County [Urban core]",0.560808685,VII,Kansas City
G0153,"KS, Nemaha County [Small town/rural]",0.553958618,VII,Kansas City
G0154,"MO-KS, St. Joseph [Suburban]",0.593306863,VII,Kansas City
G0155,"KS, Manhattan [Urban core]",0.593428107,VII,Kansas City
G0156,"KS, Ottawa [Suburban]",0.569409892,VII,Kansas City
G0157,"MO-KS, Kansas City [Suburban]",0.574547836,VII,Kansas City
G0158,"MO, Platte County [Urban core]",0.56588111,VII,Kansas City
G0159,"MO, Lafayette County [Large rural]",0.601372437,VII,Kansas City
G0160,"NE, Norfolk [Suburban]",0.544532254,VII,Kansas City
G0161,"KS, Pratt County [Large rural]",0.534677387,VII,Kansas City
G0162,"KS, Hays [Suburban]",0.554485419,VII,Kansas City
G0163,"KS, Republic County [Large rural]",0.562768699,VII,Kansas City
G0164,"NE, Cherry County [Large rural]",0.563337271,VII,Kansas City
G0165,"NE, Lexington [Suburban]",0.536491882,VII,Kansas City
G0166,"NE, North Platte [Small town/rural]",0.581468186,VII,Kansas City
H0001,"SD, Watertown [Suburban]",0.545985214,VIII,Denver
H0002,"SD, Brookings [Suburban]",0.645995863,VIII,Denver
H0003,"SD, Yankton [Suburban]",0.621055432,VIII,Denver
H0004,"SD, Yankton [Small town/rural]",0.599114304,VIII,Denver
H0005,"SD, Watertown [Large rural]",0.598233831,VIII,Denver
H0006,"SD, Watertown [Small town/rural]",0.588907109,VIII,Denver
H0007,"SD, Huron [Suburban]",0.605193214,VIII,Denver
H0008,"SD, Mitchell [Suburban]",0.605323332,VIII,Denver
H0009,"SD, Gregory County [Small town/rural]",0.47418055,VIII,Denver
H0010,"SD, Rapid City-Spearfish [Small town/rural]",0.558907676,VIII,Denver
H0011,"SD, Hand County [Small town/rural]",0.577837749,VIII,Denver
H0012,"SD, Hanson County [Small town/rural]",0.624944342,VIII,Denver
H0013,"SD, Brule County [Small town/rural]",0.572349432,VIII,Denver
H0015,"SD, Aberdeen [Suburban]",0.544600827,VIII,Denver
H0018,"SD, Spink County [Small town/rural]",0.567327395,VIII,Denver
H0020,"SD, Rapid City-Spearfish [Urban core]",0.563625004,VIII,Denver
H0022,"ND, Dickinson [Small town/rural]",0.589671873,VIII,Denver
H0023,"CO, Arapahoe County [Urban core]",0.494743407,VIII,Denver
H0024,"SD, Rapid City-Spearfish [Large rural]",0.53078882,VIII,Denver
H0025,"ND, Cass County [Urban core]",0.552530065,VIII,Denver
H0026,"ND-MN, Fargo-Wahpeton [Large rural]",0.527910723,VIII,Denver
H0027,"ND-MN, Grand Forks [Urban core]",0.656408696,VIII,Denver
H0028,"ND, Walsh County [Small town/rural]",0.538923172,VIII,Denver
H0029,"ND, Traill County [Small town/rural]",0.563714816,VIII,Denver
H0030,"ND, Minot [Large rural]",0.549275838,VIII,Denver
H0031,"ND, Jamestown [Small town/rural]",0.542717164,VIII,Denver
H0032,"ND, Jamestown [Suburban]",0.620537295,VIII,Denver
H0034,"ND, Bismarck [Urban core]",0.582511067,VIII,Denver
H0035,"ND, Bismarck [Small town/rural]",0.560561756,VIII,Denver
H0036,"ND, Dickinson [Suburban]",0.606676644,VIII,Denver
H0037,"CO, Larimer County [Urban core] [Central] One",0.555947267,VIII,Denver
H0038,"ND, Minot [Suburban]",0.613984693,VIII,Denver
H0041,"MT, Stillwater County [Small town/rural]",0.568730754,VIII,Denver
H0042,"UT, Vernal [Suburban]",0.582799917,VIII,Denver
H0043,"MT, Carbon County [Small town/rural]",0.542385324,VIII,Denver
H0044,"MT, Billings [Large rural]",0.549349659,VIII,Denver
H0045,"MT, Rosebud County [Small town/rural]",0.456525244,VIII,Denver
H0046,"MT, Billings [Urban core]",0.480514992,VIII,Denver
H0048,"MT, Custer County [Large rural]",0.561390838,VIII,Denver
H0049,"ND, Dickinson [Large rural]",0.547618947,VIII,Denver
H0052,"MT, Great Falls [Urban core]",0.5519267,VIII,Denver
H0053,"MT, Glacier County [Large rural]",0.527230608,VIII,Denver
H0054,"MT, Blaine County [Large rural]",0.562347577,VIII,Denver
H0055,"MT, Helena [Suburban]",0.509376273,VIII,Denver
H0056,"MT, Bozeman [Suburban]",0.521921794,VIII,Denver
H0058,"MT, Butte-Silver Bow [Large rural]",0.519300797,VIII,Denver
H0059,"MT, Missoula [Urban core]",0.480557331,VIII,Denver
H0060,"MT, Lake County [Small town/rural]",0.521429639,VIII,Denver
H0061,"MT, Ravalli County [Large rural]",0.536680798,VIII,Denver
H0062,"MT, Missoula [Small town/rural]",0.55428892,VIII,Denver
H0063,"UT, Weber County [Urban core]",0.487728688,VIII,Denver
H0064,"MT, Kalispell [Suburban]",0.496853809,VIII,Denver
H0065,"CO, Jefferson County [Urban core] [Central] One",0.503855653,VIII,Denver
H0066,"CO, Colorado Springs [Urban core]",0.482794107,VIII,Denver
H0067,"CO, Boulder [Urban core]",0.49793158,VIII,Denver
H0068,"CO, Jefferson County [Urban core] [Central] Two",0.488877386,VIII,Denver
H0069,"CO, Breckenridge [Suburban]",0.511615648,VIII,Denver
H0070,"CO, Steamboat Springs [Suburban]",0.559560096,VIII,Denver
H0071,"CO, Weld County [Urban core] [Central] One",0.508305694,VIII,Denver
H0072,"CO, Larimer County [Urban core] [Central] Two",0.479551769,VIII,Denver
H0073,"CO, Weld County [Urban core] [Central] Two",0.533816453,VIII,Denver
H0074,"CO, Fort Morgan [Suburban]",0.563820471,VIII,Denver
H0075,"CO, Sterling [Suburban]",0.556448119,VIII,Denver
H0076,"CO, Kit Carson County [Large rural]",0.536928739,VIII,Denver
H0077,"CO, Denver-Aurora-Greeley [Small town/rural]",0.535676659,VIII,Denver
H0078,"CO, Pueblo-Cañon City [Urban core]",0.509917768,VIII,Denver
H0079,"CO, Costilla County [Large rural]",0.565227575,VIII,Denver
H0080,"CO, Baca County [Small town/rural]",0.544619663,VIII,Denver
H0081,"CO, Prowers County [Large rural]",0.510025985,VIII,Denver
H0082,"CO, Pueblo [Large rural]",0.526855353,VIII,Denver
H0083,"CO, Alamosa County [Large rural]",0.521215444,VIII,Denver
H0084,"CO, Durango [Suburban]",0.506524114,VIII,Denver
H0085,"CO, Cañon City [Large rural]",0.51425066,VIII,Denver
H0086,"CO, Montrose [Large rural]",0.541847862,VIII,Denver
H0087,"CO, Grand Junction [Urban core]",0.529031845,VIII,Denver
H0088,"CO, Edwards-Rifle [Large rural]",0.531811004,VIII,Denver
H0089,"WY, Casper [Urban core]",0.595743473,VIII,Denver
H0090,"WY, Riverton [Suburban]",0.587793155,VIII,Denver
H0091,"WY-UT, Evanston [Suburban]",0.542513982,VIII,Denver
H0092,"UT, Utah County [Urban core] [Central] One",0.521154837,VIII,Denver
H0093,"UT, Davis County [Urban core]",0.482552454,VIII,Denver
H0094,"UT, Salt Lake City-Murray [Urban core]",0.507314076,VIII,Denver
H0095,"UT, Utah County [Urban core] [Central] Two",0.502496812,VIII,Denver
H0096,"UT-ID, Logan [Urban core]",0.557806762,VIII,Denver
H0097,"UT, Price [Suburban]",0.553035387,VIII,Denver
H0098,"UT, Sevier County [Large rural]",0.556186729,VIII,Denver
H0100,"UT, Provo-Orem-Lehi [Large rural]",0.541502784,VIII,Denver
H0101,"UT, Juab County [Urban core]",0.540170396,VIII,Denver
H0102,"UT, Cedar City [Suburban]",0.540322137,VIII,Denver
H0103,"UT, St. George [Urban core]",0.532318307,VIII,Denver
H0105,"SD-MN, Sioux Falls [Urban core]",0.546838128,VIII,Denver
H0106,"SD, Davison County [Small town/rural]",0.569117936,VIII,Denver
H0108,"SD, Aberdeen [Small town/rural]",0.555913089,VIII,Denver
H0109,"ND, Minot [Small town/rural]",0.615900222,VIII,Denver
H0110,"CO, Grand County [Small town/rural]",0.554180512,VIII,Denver
H0111,"MT, Valley County [Small town/rural]",0.611640366,VIII,Denver
H0112,"ND, Williston [Suburban]",0.614610432,VIII,Denver
H0114,"WY, Gillette [Suburban]",0.539060206,VIII,Denver
H0115,"CO, Yuma County [Large rural]",0.576234877,VIII,Denver
H0116,"CO, Montrose [Suburban]",0.56131042,VIII,Denver
H0117,"MT, Valley County [Large rural]",0.573637352,VIII,Denver
H0118,"UT, Millard County [Large rural]",0.513148633,VIII,Denver
J0001,"AZ, Maricopa County [Urban core] [Central] One",0.512686666,IX,San Francisco
J0002,"AZ, Maricopa County [Urban core] [Central] Two",0.526822174,IX,San Francisco
J0003,"AZ, Maricopa County [Urban core] [Central] Three",0.513323352,IX,San Francisco
J0004,"AZ, Pinal County [Urban core]",0.496663498,IX,San Francisco
J0005,"AZ, Pima County [Urban core] [Central] One",0.521832783,IX,San Francisco
J0006,"AZ, Maricopa County [Urban core] [Central] Four",0.488828454,IX,San Francisco
J0007,"CA, Los Angeles-Long Beach [Suburban] [Central]",0.560628129,IX,San Francisco
J0008,"AZ, Yuma [Urban core]",0.556117383,IX,San Francisco
J0009,"AZ, Phoenix-Mesa [Suburban]",0.520947468,IX,San Francisco
J0010,"AZ, Safford [Suburban]",0.555223864,IX,San Francisco
J0011,"AZ, Pima County [Urban core] [Central] Two",0.507059394,IX,San Francisco
J0012,"AZ, Sierra Vista-Douglas [Urban core]",0.574109546,IX,San Francisco
J0013,"AZ, Show Low [Large rural]",0.553249354,IX,San Francisco
J0014,"AZ, Flagstaff [Urban core]",0.493431344,IX,San Francisco
J0015,"AZ, Flagstaff [Large rural]",0.519654982,IX,San Francisco
J0017,"AZ, Prescott Valley-Prescott [Urban core]",0.481014067,IX,San Francisco
J0018,"AZ, Prescott Valley-Prescott [Large rural]",0.477022096,IX,San Francisco
J0019,"AZ, Mohave County [Suburban] [Central]",0.592251034,IX,San Francisco
J0020,"NV, Las Vegas-Henderson [Suburban]",0.550398981,IX,San Francisco
J0021,"NV, Clark County [Urban core] [Central] One",0.597680454,IX,San Francisco
J0022,"NV, Clark County [Urban core] [Central] Two",0.600658592,IX,San Francisco
J0023,"NV, Carson City [Urban core]",0.554960636,IX,San Francisco
J0024,"NV, Washoe County [Urban core]",0.529061745,IX,San Francisco
J0025,"CA, Los Angeles County [Urban core] [Central] One",0.546913498,IX,San Francisco
J0026,"CA, El Dorado County [Suburban] [Central] One",0.496001841,IX,San Francisco
J0027,"CA, Nevada County [Suburban] [Central]",0.539524539,IX,San Francisco
J0028,"NV, Elko [Suburban]",0.545058568,IX,San Francisco
J0029,"CA, Los Angeles County [Urban core] [Central] Two",0.531714963,IX,San Francisco
